,file,height,label,left,top,width
6850,../Data/train/3085.png,16.0,7.0,26.0,6.0,7.0
6851,../Data/train/3085.png,16.0,2.0,33.0,6.0,4.0
6852,../Data/train/3086.png,13.0,7.0,20.0,5.0,7.0
6853,../Data/train/3086.png,13.0,8.0,27.0,6.0,8.0
6854,../Data/train/3087.png,36.0,9.0,33.0,3.0,16.0
6855,../Data/train/3088.png,17.0,8.0,23.0,8.0,8.0
6856,../Data/train/3088.png,17.0,2.0,32.0,6.0,5.0
6857,../Data/train/3089.png,60.0,1.0,50.0,12.0,30.0
6858,../Data/train/3090.png,70.0,4.0,53.0,8.0,34.0
6859,../Data/train/3090.png,70.0,3.0,79.0,6.0,35.0
6860,../Data/train/3091.png,30.0,1.0,35.0,11.0,5.0
6861,../Data/train/3091.png,30.0,3.0,39.0,11.0,9.0
6862,../Data/train/3092.png,25.0,3.0,25.0,2.0,15.0
6863,../Data/train/3093.png,21.0,4.0,28.0,10.0,12.0
6864,../Data/train/3093.png,21.0,1.0,41.0,8.0,9.0
6865,../Data/train/3093.png,21.0,5.0,51.0,7.0,12.0
6866,../Data/train/3094.png,29.0,8.0,25.0,5.0,14.0
6867,../Data/train/3095.png,44.0,6.0,62.0,17.0,20.0
6868,../Data/train/3096.png,29.0,8.0,28.0,4.0,14.0
6869,../Data/train/3096.png,29.0,2.0,42.0,4.0,16.0
6870,../Data/train/3097.png,20.0,8.0,28.0,2.0,9.0
6871,../Data/train/3097.png,20.0,8.0,40.0,2.0,12.0
6872,../Data/train/3098.png,64.0,8.0,53.0,9.0,32.0
6873,../Data/train/3099.png,25.0,1.0,22.0,3.0,11.0
6874,../Data/train/3099.png,25.0,4.0,34.0,5.0,12.0
6875,../Data/train/3100.png,38.0,1.0,-1.0,12.0,3.0
6876,../Data/train/3100.png,38.0,2.0,4.0,12.0,18.0
6877,../Data/train/3100.png,38.0,6.0,22.0,13.0,17.0
6878,../Data/train/3101.png,22.0,2.0,26.0,6.0,15.0
6879,../Data/train/3101.png,22.0,9.0,39.0,4.0,15.0
6880,../Data/train/3102.png,48.0,1.0,36.0,1.0,15.0
6881,../Data/train/3102.png,48.0,4.0,52.0,1.0,18.0
6882,../Data/train/3102.png,48.0,10.0,69.0,1.0,20.0
6883,../Data/train/3103.png,60.0,2.0,80.0,18.0,34.0
6884,../Data/train/3103.png,60.0,4.0,109.0,25.0,32.0
6885,../Data/train/3104.png,63.0,1.0,98.0,66.0,32.0
6886,../Data/train/3104.png,63.0,3.0,127.0,51.0,36.0
6887,../Data/train/3104.png,63.0,5.0,155.0,30.0,37.0
6888,../Data/train/3105.png,23.0,6.0,35.0,9.0,10.0
6889,../Data/train/3105.png,23.0,5.0,46.0,10.0,9.0
6890,../Data/train/3105.png,23.0,6.0,54.0,10.0,9.0
6891,../Data/train/3106.png,67.0,2.0,66.0,9.0,22.0
6892,../Data/train/3106.png,67.0,7.0,90.0,6.0,19.0
6893,../Data/train/3107.png,18.0,1.0,22.0,6.0,4.0
6894,../Data/train/3107.png,18.0,9.0,25.0,4.0,7.0
6895,../Data/train/3108.png,18.0,4.0,20.0,4.0,8.0
6896,../Data/train/3108.png,18.0,2.0,28.0,4.0,6.0
6897,../Data/train/3109.png,70.0,7.0,75.0,14.0,44.0
6898,../Data/train/3109.png,70.0,2.0,126.0,10.0,34.0
6899,../Data/train/3110.png,34.0,2.0,29.0,6.0,23.0
6900,../Data/train/3110.png,34.0,10.0,50.0,6.0,24.0
6901,../Data/train/3111.png,33.0,4.0,49.0,10.0,17.0
6902,../Data/train/3111.png,33.0,5.0,63.0,14.0,20.0
6903,../Data/train/3112.png,29.0,6.0,27.0,1.0,18.0
6904,../Data/train/3112.png,29.0,4.0,47.0,1.0,15.0
6905,../Data/train/3113.png,32.0,4.0,57.0,25.0,15.0
6906,../Data/train/3113.png,32.0,2.0,66.0,17.0,20.0
6907,../Data/train/3113.png,32.0,9.0,76.0,11.0,21.0
6908,../Data/train/3114.png,30.0,4.0,100.0,25.0,14.0
6909,../Data/train/3114.png,30.0,10.0,113.0,23.0,16.0
6910,../Data/train/3114.png,30.0,1.0,128.0,22.0,14.0
6911,../Data/train/3115.png,46.0,2.0,72.0,23.0,27.0
6912,../Data/train/3115.png,46.0,6.0,90.0,15.0,28.0
6913,../Data/train/3116.png,18.0,2.0,18.0,4.0,9.0
6914,../Data/train/3116.png,18.0,10.0,29.0,5.0,8.0
6915,../Data/train/3116.png,18.0,3.0,38.0,6.0,8.0
6916,../Data/train/3117.png,76.0,2.0,69.0,10.0,44.0
6917,../Data/train/3117.png,76.0,1.0,119.0,9.0,26.0
6918,../Data/train/3117.png,76.0,9.0,150.0,11.0,44.0
6919,../Data/train/3118.png,21.0,2.0,24.0,5.0,12.0
6920,../Data/train/3118.png,21.0,2.0,35.0,6.0,12.0
6921,../Data/train/3119.png,34.0,9.0,31.0,3.0,21.0
6922,../Data/train/3119.png,34.0,5.0,52.0,4.0,25.0
6923,../Data/train/3120.png,17.0,3.0,20.0,2.0,7.0
6924,../Data/train/3120.png,17.0,9.0,27.0,2.0,7.0
6925,../Data/train/3120.png,17.0,5.0,33.0,1.0,8.0
6926,../Data/train/3121.png,25.0,4.0,27.0,3.0,16.0
6927,../Data/train/3121.png,25.0,1.0,46.0,4.0,7.0
6928,../Data/train/3122.png,15.0,2.0,12.0,1.0,11.0
6929,../Data/train/3122.png,15.0,10.0,22.0,1.0,9.0
6930,../Data/train/3123.png,51.0,1.0,58.0,18.0,24.0
6931,../Data/train/3123.png,51.0,4.0,79.0,15.0,28.0
6932,../Data/train/3123.png,51.0,5.0,103.0,9.0,29.0
6933,../Data/train/3124.png,17.0,1.0,17.0,1.0,7.0
6934,../Data/train/3125.png,41.0,9.0,47.0,12.0,26.0
6935,../Data/train/3125.png,41.0,6.0,72.0,9.0,25.0
6936,../Data/train/3126.png,31.0,6.0,28.0,3.0,13.0
6937,../Data/train/3126.png,31.0,4.0,40.0,3.0,14.0
6938,../Data/train/3127.png,33.0,1.0,30.0,5.0,7.0
6939,../Data/train/3127.png,33.0,2.0,36.0,4.0,11.0
6940,../Data/train/3127.png,33.0,2.0,45.0,3.0,12.0
6941,../Data/train/3128.png,13.0,3.0,15.0,1.0,8.0
6942,../Data/train/3128.png,13.0,3.0,25.0,1.0,9.0
6943,../Data/train/3129.png,46.0,1.0,42.0,5.0,15.0
6944,../Data/train/3129.png,46.0,4.0,57.0,8.0,27.0
6945,../Data/train/3130.png,56.0,1.0,42.0,3.0,27.0
6946,../Data/train/3130.png,56.0,4.0,68.0,2.0,38.0
6947,../Data/train/3131.png,23.0,1.0,25.0,3.0,8.0
6948,../Data/train/3131.png,23.0,1.0,33.0,4.0,5.0
6949,../Data/train/3131.png,23.0,4.0,37.0,1.0,8.0
6950,../Data/train/3132.png,57.0,4.0,53.0,8.0,38.0
6951,../Data/train/3132.png,57.0,2.0,88.0,6.0,37.0
6952,../Data/train/3133.png,33.0,1.0,81.0,28.0,15.0
6953,../Data/train/3133.png,33.0,2.0,94.0,28.0,21.0
6954,../Data/train/3134.png,25.0,1.0,19.0,3.0,8.0
6955,../Data/train/3134.png,25.0,10.0,26.0,3.0,9.0
6956,../Data/train/3134.png,25.0,9.0,35.0,5.0,12.0
6957,../Data/train/3135.png,35.0,2.0,40.0,10.0,21.0
6958,../Data/train/3135.png,35.0,3.0,63.0,10.0,20.0
6959,../Data/train/3136.png,69.0,7.0,60.0,7.0,15.0
6960,../Data/train/3136.png,69.0,10.0,80.0,6.0,13.0
6961,../Data/train/3137.png,32.0,8.0,21.0,1.0,20.0
6962,../Data/train/3137.png,32.0,10.0,42.0,1.0,18.0
6963,../Data/train/3138.png,36.0,2.0,64.0,7.0,16.0
6964,../Data/train/3138.png,36.0,10.0,81.0,8.0,16.0
6965,../Data/train/3138.png,36.0,4.0,96.0,13.0,18.0
6966,../Data/train/3138.png,36.0,10.0,111.0,11.0,21.0
6967,../Data/train/3139.png,17.0,1.0,23.0,6.0,6.0
6968,../Data/train/3139.png,17.0,3.0,31.0,4.0,10.0
6969,../Data/train/3140.png,160.0,1.0,158.0,27.0,96.0
6970,../Data/train/3140.png,160.0,2.0,260.0,41.0,82.0
6971,../Data/train/3141.png,43.0,7.0,42.0,8.0,20.0
6972,../Data/train/3141.png,43.0,8.0,61.0,8.0,26.0
6973,../Data/train/3142.png,42.0,8.0,44.0,11.0,18.0
6974,../Data/train/3142.png,42.0,2.0,64.0,10.0,20.0
6975,../Data/train/3143.png,43.0,9.0,52.0,15.0,29.0
6976,../Data/train/3143.png,43.0,6.0,84.0,13.0,28.0
6977,../Data/train/3144.png,52.0,2.0,47.0,5.0,20.0
6978,../Data/train/3144.png,52.0,9.0,65.0,7.0,30.0
6979,../Data/train/3145.png,22.0,1.0,28.0,5.0,8.0
6980,../Data/train/3146.png,27.0,4.0,52.0,16.0,10.0
6981,../Data/train/3146.png,27.0,8.0,63.0,14.0,12.0
6982,../Data/train/3146.png,27.0,7.0,74.0,13.0,11.0
6983,../Data/train/3147.png,22.0,1.0,23.0,4.0,9.0
6984,../Data/train/3147.png,22.0,6.0,36.0,1.0,7.0
6985,../Data/train/3147.png,22.0,5.0,49.0,1.0,10.0
6986,../Data/train/3148.png,22.0,2.0,54.0,19.0,11.0
6987,../Data/train/3149.png,57.0,2.0,107.0,29.0,26.0
6988,../Data/train/3149.png,57.0,8.0,142.0,21.0,26.0
6989,../Data/train/3149.png,57.0,5.0,169.0,18.0,29.0
6990,../Data/train/3150.png,23.0,2.0,18.0,1.0,11.0
6991,../Data/train/3150.png,23.0,7.0,29.0,4.0,13.0
6992,../Data/train/3151.png,27.0,1.0,30.0,4.0,8.0
6993,../Data/train/3151.png,27.0,9.0,39.0,5.0,13.0
6994,../Data/train/3151.png,27.0,5.0,52.0,6.0,15.0
6995,../Data/train/3152.png,26.0,1.0,77.0,8.0,11.0
6996,../Data/train/3152.png,26.0,10.0,84.0,7.0,14.0
6997,../Data/train/3152.png,26.0,7.0,92.0,4.0,18.0
6998,../Data/train/3152.png,26.0,1.0,104.0,4.0,14.0
6999,../Data/train/3153.png,29.0,2.0,46.0,12.0,15.0
7000,../Data/train/3153.png,29.0,2.0,61.0,11.0,14.0
7001,../Data/train/3153.png,29.0,2.0,74.0,12.0,19.0
7002,../Data/train/3154.png,29.0,1.0,35.0,12.0,14.0
7003,../Data/train/3154.png,29.0,6.0,43.0,11.0,17.0
7004,../Data/train/3154.png,29.0,8.0,54.0,10.0,17.0
7005,../Data/train/3155.png,32.0,6.0,30.0,4.0,6.0
7006,../Data/train/3155.png,32.0,8.0,37.0,2.0,7.0
7007,../Data/train/3156.png,27.0,2.0,19.0,5.0,18.0
7008,../Data/train/3156.png,27.0,8.0,38.0,4.0,13.0
7009,../Data/train/3156.png,27.0,8.0,52.0,5.0,18.0
7010,../Data/train/3157.png,18.0,3.0,12.0,1.0,12.0
7011,../Data/train/3157.png,18.0,1.0,23.0,1.0,6.0
7012,../Data/train/3158.png,55.0,9.0,58.0,13.0,44.0
7013,../Data/train/3158.png,55.0,4.0,103.0,11.0,46.0
7014,../Data/train/3159.png,31.0,2.0,43.0,10.0,18.0
7015,../Data/train/3159.png,31.0,6.0,65.0,12.0,20.0
7016,../Data/train/3160.png,37.0,5.0,32.0,2.0,22.0
7017,../Data/train/3160.png,37.0,8.0,54.0,4.0,21.0
7018,../Data/train/3161.png,30.0,5.0,58.0,14.0,21.0
7019,../Data/train/3161.png,30.0,4.0,76.0,16.0,18.0
7020,../Data/train/3162.png,19.0,1.0,25.0,2.0,7.0
7021,../Data/train/3163.png,21.0,4.0,38.0,14.0,8.0
7022,../Data/train/3163.png,21.0,10.0,46.0,14.0,13.0
7023,../Data/train/3164.png,17.0,4.0,12.0,1.0,11.0
7024,../Data/train/3164.png,17.0,1.0,25.0,1.0,5.0
7025,../Data/train/3165.png,17.0,5.0,16.0,4.0,12.0
7026,../Data/train/3165.png,17.0,1.0,27.0,4.0,6.0
7027,../Data/train/3165.png,17.0,3.0,33.0,3.0,11.0
7028,../Data/train/3166.png,35.0,7.0,37.0,7.0,18.0
7029,../Data/train/3166.png,35.0,4.0,53.0,10.0,15.0
7030,../Data/train/3167.png,20.0,4.0,23.0,5.0,9.0
7031,../Data/train/3167.png,20.0,10.0,33.0,2.0,9.0
7032,../Data/train/3167.png,20.0,4.0,42.0,5.0,9.0
7033,../Data/train/3168.png,58.0,4.0,57.0,10.0,16.0
7034,../Data/train/3168.png,58.0,10.0,77.0,6.0,17.0
7035,../Data/train/3169.png,28.0,1.0,34.0,8.0,6.0
7036,../Data/train/3169.png,28.0,5.0,40.0,8.0,8.0
7037,../Data/train/3169.png,28.0,6.0,47.0,8.0,7.0
7038,../Data/train/3170.png,36.0,2.0,34.0,6.0,23.0
7039,../Data/train/3170.png,36.0,8.0,56.0,9.0,19.0
7040,../Data/train/3171.png,26.0,8.0,19.0,4.0,14.0
7041,../Data/train/3171.png,26.0,9.0,32.0,4.0,11.0
7042,../Data/train/3172.png,35.0,5.0,40.0,8.0,22.0
7043,../Data/train/3173.png,11.0,1.0,14.0,1.0,3.0
7044,../Data/train/3173.png,11.0,7.0,18.0,1.0,7.0
7045,../Data/train/3173.png,11.0,10.0,26.0,1.0,6.0
7046,../Data/train/3173.png,11.0,6.0,33.0,1.0,6.0
7047,../Data/train/3174.png,21.0,1.0,47.0,21.0,9.0
7048,../Data/train/3174.png,21.0,2.0,59.0,17.0,12.0
7049,../Data/train/3174.png,21.0,9.0,72.0,12.0,13.0
7050,../Data/train/3175.png,38.0,7.0,27.0,3.0,23.0
7051,../Data/train/3176.png,29.0,1.0,30.0,2.0,9.0
7052,../Data/train/3176.png,29.0,7.0,39.0,3.0,10.0
7053,../Data/train/3177.png,44.0,9.0,72.0,41.0,24.0
7054,../Data/train/3177.png,44.0,5.0,91.0,40.0,22.0
7055,../Data/train/3177.png,44.0,7.0,108.0,36.0,31.0
7056,../Data/train/3178.png,13.0,1.0,14.0,3.0,5.0
7057,../Data/train/3178.png,13.0,7.0,18.0,3.0,5.0
7058,../Data/train/3179.png,41.0,3.0,56.0,11.0,20.0
7059,../Data/train/3179.png,41.0,3.0,77.0,10.0,29.0
7060,../Data/train/3180.png,20.0,3.0,21.0,5.0,11.0
7061,../Data/train/3181.png,81.0,1.0,78.0,18.0,42.0
7062,../Data/train/3181.png,81.0,10.0,110.0,16.0,32.0
7063,../Data/train/3181.png,81.0,7.0,134.0,14.0,34.0
7064,../Data/train/3181.png,81.0,10.0,161.0,18.0,34.0
7065,../Data/train/3182.png,37.0,2.0,110.0,52.0,23.0
7066,../Data/train/3182.png,37.0,3.0,131.0,44.0,28.0
7067,../Data/train/3182.png,37.0,10.0,152.0,43.0,34.0
7068,../Data/train/3183.png,43.0,8.0,86.0,19.0,19.0
7069,../Data/train/3183.png,43.0,9.0,103.0,22.0,22.0
7070,../Data/train/3184.png,28.0,3.0,25.0,2.0,14.0
7071,../Data/train/3184.png,28.0,1.0,34.0,1.0,14.0
7072,../Data/train/3185.png,26.0,1.0,34.0,3.0,7.0
7073,../Data/train/3185.png,26.0,2.0,39.0,4.0,10.0
7074,../Data/train/3185.png,26.0,4.0,52.0,5.0,9.0
7075,../Data/train/3186.png,19.0,3.0,14.0,1.0,11.0
7076,../Data/train/3186.png,19.0,2.0,24.0,2.0,10.0
7077,../Data/train/3187.png,21.0,6.0,19.0,2.0,8.0
7078,../Data/train/3187.png,21.0,6.0,27.0,2.0,9.0
7079,../Data/train/3188.png,20.0,7.0,22.0,4.0,10.0
7080,../Data/train/3188.png,20.0,5.0,30.0,5.0,10.0
7081,../Data/train/3189.png,37.0,5.0,118.0,47.0,22.0
7082,../Data/train/3189.png,37.0,5.0,137.0,51.0,19.0
7083,../Data/train/3190.png,26.0,5.0,18.0,1.0,18.0
7084,../Data/train/3191.png,49.0,5.0,129.0,79.0,34.0
7085,../Data/train/3191.png,49.0,9.0,161.0,80.0,32.0
7086,../Data/train/3192.png,24.0,1.0,20.0,4.0,9.0
7087,../Data/train/3192.png,24.0,6.0,32.0,3.0,9.0
7088,../Data/train/3193.png,20.0,6.0,34.0,7.0,12.0
7089,../Data/train/3194.png,15.0,1.0,14.0,2.0,5.0
7090,../Data/train/3194.png,15.0,4.0,20.0,1.0,7.0
7091,../Data/train/3194.png,15.0,2.0,28.0,1.0,7.0
7092,../Data/train/3195.png,25.0,1.0,28.0,6.0,7.0
7093,../Data/train/3195.png,25.0,10.0,35.0,6.0,10.0
7094,../Data/train/3195.png,25.0,1.0,46.0,8.0,7.0
7095,../Data/train/3196.png,26.0,4.0,126.0,56.0,12.0
7096,../Data/train/3196.png,26.0,6.0,139.0,58.0,16.0
7097,../Data/train/3197.png,25.0,2.0,26.0,4.0,10.0
7098,../Data/train/3197.png,25.0,1.0,38.0,2.0,6.0
7099,../Data/train/3198.png,15.0,2.0,20.0,3.0,9.0
7100,../Data/train/3199.png,29.0,4.0,25.0,4.0,15.0
7101,../Data/train/3200.png,26.0,2.0,40.0,10.0,16.0
7102,../Data/train/3200.png,26.0,5.0,55.0,11.0,13.0
7103,../Data/train/3201.png,39.0,1.0,79.0,25.0,21.0
7104,../Data/train/3201.png,39.0,4.0,92.0,11.0,28.0
7105,../Data/train/3202.png,16.0,6.0,13.0,1.0,5.0
7106,../Data/train/3202.png,16.0,6.0,18.0,1.0,7.0
7107,../Data/train/3203.png,30.0,6.0,45.0,7.0,16.0
7108,../Data/train/3204.png,21.0,3.0,19.0,5.0,15.0
7109,../Data/train/3204.png,21.0,5.0,35.0,3.0,13.0
7110,../Data/train/3205.png,77.0,7.0,80.0,17.0,25.0
7111,../Data/train/3205.png,77.0,1.0,108.0,18.0,23.0
7112,../Data/train/3206.png,33.0,5.0,45.0,10.0,14.0
7113,../Data/train/3206.png,33.0,4.0,60.0,10.0,13.0
7114,../Data/train/3206.png,33.0,4.0,73.0,11.0,15.0
7115,../Data/train/3207.png,11.0,1.0,22.0,8.0,6.0
7116,../Data/train/3207.png,11.0,7.0,29.0,7.0,6.0
7117,../Data/train/3207.png,11.0,2.0,35.0,7.0,6.0
7118,../Data/train/3208.png,40.0,3.0,50.0,10.0,18.0
7119,../Data/train/3208.png,40.0,4.0,69.0,8.0,24.0
7120,../Data/train/3208.png,40.0,10.0,93.0,6.0,24.0
7121,../Data/train/3209.png,54.0,7.0,77.0,18.0,28.0
7122,../Data/train/3209.png,54.0,5.0,105.0,27.0,35.0
7123,../Data/train/3210.png,15.0,1.0,21.0,1.0,4.0
7124,../Data/train/3211.png,46.0,4.0,22.0,14.0,25.0
7125,../Data/train/3211.png,46.0,9.0,50.0,16.0,24.0
7126,../Data/train/3212.png,17.0,3.0,18.0,4.0,7.0
7127,../Data/train/3213.png,20.0,1.0,20.0,2.0,8.0
7128,../Data/train/3213.png,20.0,3.0,28.0,3.0,11.0
7129,../Data/train/3213.png,20.0,4.0,39.0,2.0,14.0
7130,../Data/train/3214.png,29.0,9.0,56.0,16.0,13.0
7131,../Data/train/3215.png,36.0,6.0,33.0,5.0,21.0
7132,../Data/train/3215.png,36.0,1.0,55.0,6.0,17.0
7133,../Data/train/3216.png,22.0,7.0,25.0,4.0,11.0
7134,../Data/train/3217.png,29.0,7.0,25.0,2.0,11.0
7135,../Data/train/3217.png,29.0,5.0,39.0,2.0,15.0
7136,../Data/train/3218.png,14.0,3.0,22.0,2.0,6.0
7137,../Data/train/3218.png,14.0,6.0,35.0,4.0,8.0
7138,../Data/train/3219.png,49.0,7.0,42.0,5.0,30.0
7139,../Data/train/3220.png,30.0,10.0,53.0,8.0,14.0
7140,../Data/train/3221.png,42.0,2.0,64.0,31.0,18.0
7141,../Data/train/3221.png,42.0,7.0,75.0,16.0,16.0
7142,../Data/train/3222.png,37.0,1.0,39.0,5.0,11.0
7143,../Data/train/3222.png,37.0,2.0,50.0,8.0,14.0
7144,../Data/train/3223.png,27.0,2.0,24.0,2.0,11.0
7145,../Data/train/3223.png,27.0,10.0,36.0,4.0,10.0
7146,../Data/train/3224.png,28.0,2.0,36.0,4.0,16.0
7147,../Data/train/3224.png,28.0,4.0,52.0,5.0,16.0
7148,../Data/train/3225.png,17.0,4.0,11.0,18.0,7.0
7149,../Data/train/3225.png,17.0,9.0,21.0,15.0,7.0
7150,../Data/train/3226.png,63.0,1.0,45.0,5.0,31.0
7151,../Data/train/3226.png,63.0,2.0,74.0,2.0,32.0
7152,../Data/train/3227.png,31.0,7.0,38.0,5.0,14.0
7153,../Data/train/3228.png,26.0,2.0,28.0,3.0,15.0
7154,../Data/train/3228.png,26.0,3.0,42.0,6.0,13.0
7155,../Data/train/3229.png,67.0,1.0,82.0,18.0,30.0
7156,../Data/train/3229.png,67.0,4.0,111.0,17.0,45.0
7157,../Data/train/3230.png,19.0,6.0,17.0,1.0,13.0
7158,../Data/train/3230.png,19.0,5.0,30.0,1.0,14.0
7159,../Data/train/3231.png,46.0,4.0,70.0,17.0,27.0
7160,../Data/train/3231.png,46.0,5.0,101.0,15.0,25.0
7161,../Data/train/3232.png,17.0,2.0,17.0,6.0,12.0
7162,../Data/train/3232.png,17.0,3.0,29.0,4.0,14.0
7163,../Data/train/3233.png,12.0,2.0,29.0,10.0,6.0
7164,../Data/train/3233.png,12.0,3.0,36.0,10.0,7.0
7165,../Data/train/3234.png,29.0,4.0,29.0,5.0,13.0
7166,../Data/train/3234.png,29.0,10.0,43.0,3.0,21.0
7167,../Data/train/3235.png,31.0,1.0,32.0,4.0,10.0
7168,../Data/train/3235.png,31.0,5.0,41.0,1.0,11.0
7169,../Data/train/3235.png,31.0,8.0,53.0,6.0,13.0
7170,../Data/train/3236.png,30.0,2.0,29.0,5.0,13.0
7171,../Data/train/3236.png,30.0,5.0,42.0,6.0,11.0
7172,../Data/train/3236.png,30.0,3.0,54.0,6.0,12.0
7173,../Data/train/3237.png,68.0,4.0,32.0,47.0,31.0
7174,../Data/train/3237.png,68.0,10.0,86.0,28.0,33.0
7175,../Data/train/3237.png,68.0,6.0,128.0,18.0,40.0
7176,../Data/train/3238.png,48.0,1.0,64.0,20.0,12.0
7177,../Data/train/3238.png,48.0,6.0,74.0,19.0,20.0
7178,../Data/train/3239.png,44.0,1.0,93.0,49.0,17.0
7179,../Data/train/3239.png,44.0,1.0,115.0,41.0,14.0
7180,../Data/train/3239.png,44.0,8.0,136.0,25.0,28.0
7181,../Data/train/3240.png,15.0,5.0,24.0,7.0,6.0
7182,../Data/train/3240.png,15.0,1.0,31.0,6.0,6.0
7183,../Data/train/3241.png,30.0,4.0,32.0,6.0,20.0
7184,../Data/train/3242.png,19.0,2.0,25.0,7.0,8.0
7185,../Data/train/3243.png,83.0,4.0,100.0,17.0,51.0
7186,../Data/train/3243.png,83.0,2.0,153.0,17.0,65.0
7187,../Data/train/3244.png,12.0,8.0,22.0,4.0,7.0
7188,../Data/train/3245.png,42.0,7.0,30.0,43.0,24.0
7189,../Data/train/3245.png,42.0,6.0,50.0,26.0,26.0
7190,../Data/train/3245.png,42.0,6.0,71.0,16.0,29.0
7191,../Data/train/3246.png,66.0,1.0,100.0,48.0,41.0
7192,../Data/train/3246.png,66.0,3.0,133.0,48.0,32.0
7193,../Data/train/3247.png,36.0,4.0,90.0,41.0,12.0
7194,../Data/train/3247.png,36.0,10.0,100.0,40.0,13.0
7195,../Data/train/3247.png,36.0,2.0,109.0,41.0,13.0
7196,../Data/train/3248.png,38.0,2.0,65.0,18.0,24.0
7197,../Data/train/3248.png,38.0,10.0,87.0,21.0,21.0
7198,../Data/train/3248.png,38.0,10.0,112.0,17.0,19.0
7199,../Data/train/3249.png,25.0,2.0,52.0,31.0,14.0
7200,../Data/train/3249.png,25.0,10.0,64.0,30.0,14.0
7201,../Data/train/3249.png,25.0,7.0,77.0,27.0,12.0
7202,../Data/train/3250.png,26.0,4.0,33.0,11.0,12.0
7203,../Data/train/3250.png,26.0,8.0,45.0,10.0,15.0
7204,../Data/train/3250.png,26.0,5.0,59.0,10.0,12.0
7205,../Data/train/3251.png,25.0,4.0,59.0,31.0,12.0
7206,../Data/train/3251.png,25.0,3.0,68.0,31.0,12.0
7207,../Data/train/3251.png,25.0,10.0,77.0,29.0,13.0
7208,../Data/train/3252.png,28.0,6.0,28.0,3.0,14.0
7209,../Data/train/3252.png,28.0,9.0,42.0,6.0,11.0
7210,../Data/train/3253.png,36.0,2.0,39.0,7.0,23.0
7211,../Data/train/3253.png,36.0,9.0,64.0,11.0,20.0
7212,../Data/train/3254.png,26.0,5.0,37.0,7.0,11.0
7213,../Data/train/3255.png,32.0,7.0,29.0,5.0,10.0
7214,../Data/train/3255.png,32.0,9.0,36.0,2.0,13.0
7215,../Data/train/3256.png,31.0,6.0,51.0,20.0,15.0
7216,../Data/train/3256.png,31.0,7.0,63.0,14.0,15.0
7217,../Data/train/3257.png,11.0,1.0,10.0,1.0,4.0
7218,../Data/train/3257.png,11.0,9.0,15.0,1.0,7.0
7219,../Data/train/3257.png,11.0,2.0,23.0,1.0,6.0
7220,../Data/train/3257.png,11.0,7.0,30.0,1.0,7.0
7221,../Data/train/3258.png,51.0,1.0,73.0,16.0,12.0
7222,../Data/train/3258.png,51.0,10.0,83.0,16.0,19.0
7223,../Data/train/3258.png,51.0,3.0,102.0,16.0,25.0
7224,../Data/train/3259.png,52.0,6.0,177.0,5.0,20.0
7225,../Data/train/3259.png,52.0,5.0,201.0,5.0,29.0
7226,../Data/train/3260.png,26.0,5.0,37.0,12.0,16.0
7227,../Data/train/3260.png,26.0,5.0,55.0,12.0,17.0
7228,../Data/train/3260.png,26.0,2.0,77.0,11.0,19.0
7229,../Data/train/3261.png,30.0,7.0,46.0,11.0,14.0
7230,../Data/train/3261.png,30.0,5.0,62.0,10.0,16.0
7231,../Data/train/3262.png,101.0,8.0,98.0,14.0,52.0
7232,../Data/train/3262.png,101.0,6.0,156.0,21.0,63.0
7233,../Data/train/3263.png,20.0,1.0,33.0,15.0,9.0
7234,../Data/train/3263.png,20.0,2.0,41.0,15.0,12.0
7235,../Data/train/3264.png,27.0,3.0,22.0,1.0,13.0
7236,../Data/train/3264.png,27.0,10.0,34.0,1.0,14.0
7237,../Data/train/3265.png,24.0,1.0,26.0,4.0,6.0
7238,../Data/train/3265.png,24.0,5.0,31.0,4.0,6.0
7239,../Data/train/3265.png,24.0,2.0,36.0,4.0,9.0
7240,../Data/train/3266.png,26.0,3.0,23.0,4.0,14.0
7241,../Data/train/3266.png,26.0,6.0,37.0,4.0,15.0
7242,../Data/train/3267.png,43.0,6.0,41.0,7.0,24.0
7243,../Data/train/3268.png,17.0,1.0,17.0,5.0,6.0
7244,../Data/train/3268.png,17.0,8.0,25.0,4.0,10.0
7245,../Data/train/3268.png,17.0,2.0,36.0,4.0,11.0
7246,../Data/train/3269.png,36.0,2.0,32.0,3.0,22.0
7247,../Data/train/3269.png,36.0,8.0,54.0,5.0,24.0
7248,../Data/train/3269.png,36.0,10.0,77.0,5.0,30.0
7249,../Data/train/3270.png,46.0,1.0,84.0,35.0,13.0
7250,../Data/train/3270.png,46.0,6.0,107.0,30.0,19.0
7251,../Data/train/3270.png,46.0,5.0,131.0,26.0,30.0
7252,../Data/train/3271.png,31.0,2.0,35.0,10.0,9.0
7253,../Data/train/3271.png,31.0,4.0,46.0,5.0,11.0
7254,../Data/train/3271.png,31.0,3.0,60.0,7.0,9.0
7255,../Data/train/3272.png,61.0,1.0,87.0,37.0,30.0
7256,../Data/train/3272.png,61.0,4.0,115.0,23.0,19.0
7257,../Data/train/3272.png,61.0,2.0,131.0,13.0,39.0
7258,../Data/train/3273.png,22.0,1.0,24.0,2.0,7.0
7259,../Data/train/3273.png,22.0,1.0,30.0,1.0,8.0
7260,../Data/train/3273.png,22.0,10.0,36.0,1.0,9.0
